age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,max_monthly_emi,emi_eligibility,total_monthly_expenses,debt_to_income_ratio,expense_to_income_ratio,available_income,affordability_ratio
56,Male,Single,Professional,79482,Government,9,Small,Family,24694,5,4,7735,2016,12799,3745,12056,No,24101,788,336679,9091,Vehicle,226320,18,500.0,Not_Eligible,87146,0.30322588762235475,1.0964243476510405,-7664,0.006290732492891473
28,Male,Married,Post Graduate,84192,Private,5,Large,Own,7214,5,3,12464,11678,4307,29092,5004,No,26623,372,455092,349422,Home Appliances,66850,80,500.0,Not_Eligible,96382,0.31621769289243634,1.1447881033827443,-12190,0.005938806537438237
54,Male,Single,High School,102154,Private,7,Small,Family,13310,6,2,7643,5701,6866,27539,8957,Yes,14032,390,126018,350362,Personal Loan,1224241,42,6337.099999999999,Not_Eligible,84048,0.1373612389137968,0.8227577970515104,18106,0.06203477103197133
47,Female,Married,Post Graduate,101066,Government,14,Small,Own,2395,5,2,9877,28003,1539,9860,16039,Yes,25813,747,126701,273341,E-commerce Shopping,1324367,50,2639.0,Not_Eligible,93526,0.25540735756832167,0.92539528624859,7540,0.02611164981299349
39,Female,Single,Professional,174402,Government,12,Small,Own,24055,4,2,10123,20098,6271,29199,3360,Yes,26752,534,306342,274869,Vehicle,1490891,48,19090.4,Not_Eligible,119858,0.15339273632183117,0.6872512929897593,54544,0.10946204745358426
53,Female,Single,Professional,162211,Private,28,Medium,Own,14874,6,3,4016,12931,11485,20732,13218,Yes,7800,523,418140,433623,E-commerce Shopping,923404,7,27004.25,Not_Eligible,85056,0.048085518244755286,0.5243540820289623,77155,0.1664760712898632
60,Male,Single,Post Graduate,143514,Self-employed,30,Medium,Family,27943,4,3,12300,9463,8172,10035,6758,Yes,8403,515,386399,222664,Home Appliances,48566,27,21154.0,Not_Eligible,83074,0.058551778920523434,0.5788564181891662,60440,0.14740025363379183
37,Female,Married,Post Graduate,47977,Self-employed,27,Large,Own,21898,1,0,3432,15002,11252,22695,987,No,20640,465,530946,400832,Home Appliances,1420113,40,500.0,Not_Eligible,95906,0.43020614044229527,1.9989995206036226,-47929,0.010421660378931571
56,Female,Single,Professional,19983,Private,21,Medium,Own,1702,3,3,12576,28389,14265,28285,8207,No,27756,733,138207,435937,E-commerce Shopping,567343,56,500.0,Not_Eligible,121180,1.3889806335385078,6.064154531351649,-101197,0.025021268077866185
31,Female,Married,Professional,185981,Self-employed,1,Small,Rented,25105,2,1,4526,26200,12830,14779,14880,Yes,1600,360,763195,399975,Home Appliances,811561,83,30121.35,Not_Eligible,99920,0.008603029341706949,0.5372591823895989,86061,0.16195928616364036
46,Female,Married,Graduate,64029,Government,19,Small,Family,20058,3,4,14911,15588,2488,10786,9762,Yes,13739,369,164881,357214,Home Appliances,294216,75,500.0,Not_Eligible,87332,0.21457464586359307,1.3639444626653547,-23303,0.00780896156429118
52,Female,Married,Graduate,167401,Government,0,Large,Own,8494,4,3,13650,18792,1285,26737,13413,No,27711,842,961165,336486,Education,1306467,84,20061.65,Eligible,110082,0.16553664553975186,0.6575946380248625,57319,0.11984187669129814
26,Male,Single,Professional,137668,Self-employed,14,Small,Rented,14537,2,2,7784,15203,6733,20121,4427,No,29704,484,189027,472918,Vehicle,1096651,78,13705.65,Not_Eligible,98509,0.2157654647412616,0.7155548130284453,39159,0.09955581544004416
30,Male,Single,Post Graduate,182806,Private,6,Large,Own,12259,4,3,12176,29421,7482,8532,78,No,8223,426,41601,285634,Personal Loan,1224646,47,36622.25,Not_Eligible,78171,0.044982112184501606,0.427617255451134,104635,0.2003339605921031
52,Male,Single,High School,57837,Government,23,Large,Family,15892,1,0,12014,22702,2237,13743,18202,Yes,22325,439,167670,258150,Education,560661,41,500.0,Not_Eligible,107115,0.38599858222245276,1.8520151460137975,-49278,0.008644985044175874
52,Male,Married,Post Graduate,132512,Government,25,Small,Rented,20635,6,4,2081,6971,1112,18892,9236,Yes,27772,562,641845,353465,Home Appliances,1382662,30,16034.55,Not_Eligible,86699,0.2095810190775175,0.6542728205747405,45813,0.12100451279884085
44,Female,Married,Post Graduate,81786,Government,17,Medium,Rented,28544,2,4,9539,19235,5433,21585,15258,Yes,13593,455,739571,4783,Personal Loan,1478934,55,500.0,Not_Eligible,113187,0.16620203946885775,1.3839410167999413,-31401,0.006113515760643631
54,Male,Single,Graduate,19758,Self-employed,9,Small,Own,13,4,2,13862,1397,9281,9367,9803,No,5949,630,711377,151449,Home Appliances,988881,56,500.0,Not_Eligible,49672,0.3010932280595202,2.514019637615143,-29914,0.02530620508148598
35,Female,Married,Graduate,117667,Private,14,Small,Own,23571,5,4,5575,10157,7926,18181,431,No,4716,779,901872,391585,Vehicle,634976,22,16488.5,Eligible,70557,0.040079206574485625,0.599632862229852,47110,0.14012849821955178
52,Male,Single,Graduate,123119,Self-employed,4,Large,Family,19187,5,1,5344,4156,11998,20825,13336,No,27817,620,278309,75679,Home Appliances,250793,57,7159.599999999999,High_Risk,102663,0.2259358831699413,0.8338518019152202,20456,0.058151869329672916
49,Male,Single,Professional,115157,Private,26,Medium,Family,17272,4,4,4736,19625,10691,3683,14638,Yes,15535,463,508924,193888,E-commerce Shopping,1210478,67,10141.95,Not_Eligible,86180,0.13490278489366692,0.7483696171313945,28977,0.08807063400401192
57,Male,Single,Professional,97673,Private,23,Large,Own,11720,3,2,132,1530,2053,21304,14129,No,901,625,407254,106791,E-commerce Shopping,874886,78,16066.4,High_Risk,51769,0.009224657786696426,0.5300236503434931,45904,0.1644917223797774
25,Female,Single,Post Graduate,112639,Self-employed,10,Small,Rented,9388,6,4,11815,774,2563,29783,15424,Yes,20724,437,936277,170500,E-commerce Shopping,190433,24,7758.799999999999,Not_Eligible,90471,0.18398600839851206,0.8031942755173608,22168,0.06888200356892372
51,Female,Married,Post Graduate,167904,Government,7,Large,Family,4540,1,3,1854,18845,14699,8170,8463,Yes,6005,501,243526,328201,E-commerce Shopping,556024,53,36864.8,Not_Eligible,62576,0.03576448446731466,0.37268915570802363,105328,0.21955879550219173
37,Male,Single,High School,147940,Private,30,Large,Family,8090,1,0,11136,7985,14891,25133,14334,Yes,26879,389,564959,376291,Personal Loan,836346,74,13822.2,Not_Eligible,108448,0.18168852237393537,0.7330539407868054,39492,0.0934311207246181
27,Female,Single,Post Graduate,129869,Self-employed,20,Small,Rented,2169,4,3,6050,8307,9548,29795,15315,Yes,12061,748,600006,382173,E-commerce Shopping,813405,14,16318.4,Eligible,83245,0.09287050797341936,0.6409920766310667,46624,0.12565277317912665
30,Male,Single,Post Graduate,196737,Government,7,Large,Own,11760,1,1,5077,7342,4726,18316,4431,No,21223,745,866257,450120,Home Appliances,1357327,61,43351.7,Eligible,72875,0.10787498030365411,0.3704183758011965,123862,0.2203535684695812
32,Male,Single,Graduate,187934,Private,29,Small,Family,10423,2,1,5340,21631,7689,8715,8949,Yes,7318,781,665953,123565,Education,178960,56,41254.15,Eligible,70065,0.038939202060297766,0.3728170527951302,117869,0.21951403152170443
51,Male,Single,Graduate,34728,Private,5,Large,Rented,10035,1,0,8592,24040,5554,18652,4303,No,26726,657,635656,429599,Home Appliances,1067107,55,500.0,Not_Eligible,97902,0.7695807417645704,2.8191085003455427,-63174,0.014397604238654688
33,Female,Single,Graduate,118542,Government,14,Medium,Family,20035,5,0,605,15364,9662,6984,8305,Yes,11224,318,691461,79804,Home Appliances,509073,40,16227.05,Not_Eligible,72179,0.0946837407838572,0.6088896762328964,46363,0.13688861331848626
57,Male,Single,Graduate,108565,Private,14,Small,Rented,28452,4,0,12898,17733,3914,6415,5016,No,29208,329,319387,67156,Home Appliances,848890,14,1725.15,Not_Eligible,103636,0.2690369824529084,0.9545986275503154,4929,0.01589048035738958
48,Male,Married,Graduate,185929,Self-employed,4,Medium,Family,8017,2,0,13371,19129,3986,9109,1962,No,16024,513,276388,28585,Home Appliances,954764,75,40015.85,Not_Eligible,71598,0.08618343561251876,0.3850824777199899,114331,0.21522113279800353
39,Male,Married,High School,174255,Private,12,Large,Own,10910,1,4,14976,27819,3620,3270,3065,Yes,3344,715,919593,87921,Education,526077,9,37537.85,Eligible,67004,0.0191902671372414,0.3845169435597257,107251,0.215419069754096
56,Female,Married,High School,165012,Private,13,Medium,Rented,24624,5,3,131,13510,12454,9832,3948,Yes,10859,467,532041,197112,E-commerce Shopping,1256820,70,31378.9,Not_Eligible,75358,0.06580733522410491,0.45668193828327636,89654,0.19016132160085328
56,Male,Married,High School,140019,Government,10,Medium,Family,180,6,1,12680,15590,8169,29465,7671,Yes,20506,655,301641,171289,Vehicle,763216,31,16015.3,High_Risk,94261,0.14645155300352095,0.6732014940829459,45758,0.11437947707096893
48,Female,Single,Graduate,151352,Self-employed,19,Medium,Family,20262,3,4,13100,19231,10333,24639,7106,No,25226,663,379401,466838,Personal Loan,1478169,47,11009.25,High_Risk,119897,0.16667107140969395,0.7921732121148052,31455,0.07273937575981818
36,Male,Married,Professional,117548,Government,20,Large,Rented,25993,1,0,7071,8014,5403,25786,14688,No,12421,635,908111,150920,Education,735828,12,6360.2,High_Risk,99376,0.10566747201143363,0.8454078333957192,18172,0.05410725831149828
26,Female,Married,Graduate,148236,Self-employed,11,Small,Rented,3464,5,2,12868,626,5659,12471,17312,Yes,9806,384,42685,441796,Education,760888,6,30110.5,Not_Eligible,62206,0.06615127229552875,0.41964165250006746,86030,0.20312542162497638
27,Male,Married,Graduate,136289,Government,19,Large,Own,11611,6,2,6157,21969,2038,9474,5422,Yes,21727,403,926432,137270,Education,1305801,26,20261.85,Not_Eligible,78398,0.1594185884407399,0.5752335111417649,57891,0.14866827110038228
41,Male,Single,High School,144068,Private,0,Large,Rented,16913,6,3,6578,5961,7567,6994,13429,No,15727,417,333977,103047,Personal Loan,1497948,84,24814.65,Not_Eligible,73169,0.10916372823944248,0.5078782241719189,70899,0.17224262153982842
26,Female,Married,Graduate,94624,Self-employed,2,Large,Family,22155,5,1,14809,13624,13059,14656,10274,Yes,29399,337,342644,482283,Home Appliances,1446227,28,500.0,Not_Eligible,117976,0.3106928474805546,1.2467872844098749,-23352,0.005284071694284748
26,Female,Married,High School,164477,Self-employed,7,Small,Own,21063,5,1,14486,12810,12742,22214,2915,Yes,4810,782,514648,254579,Personal Loan,1260071,58,25702.95,Eligible,91040,0.029244210436717596,0.5535120411972495,73437,0.1562707855809627
52,Male,Single,Graduate,17821,Private,22,Large,Rented,14806,5,3,6613,23975,14407,20951,14199,Yes,18537,780,378021,285751,Education,1060935,74,500.0,Not_Eligible,113488,1.0401773188934402,6.368217271758038,-95667,0.028056786936760003
47,Female,Married,Post Graduate,70090,Government,11,Large,Family,14065,3,0,4506,26215,13897,29613,10283,Yes,8668,435,301199,418742,Home Appliances,1483258,25,500.0,Not_Eligible,107247,0.12366956769867314,1.5301326865458695,-37157,0.007133685261806249
56,Male,Single,Professional,168588,Self-employed,14,Small,Rented,24324,4,0,12632,26798,1054,9410,9389,No,3015,375,512561,314098,Education,1330739,11,28688.1,Not_Eligible,86622,0.01788383514840914,0.51380881201509,81966,0.1701669157947185
57,Male,Married,Professional,156545,Private,22,Small,Family,1286,5,1,803,27521,9113,9018,197,No,27511,594,69237,75501,Vehicle,762385,27,28383.6,Not_Eligible,75449,0.17573860551279186,0.48196365262384616,81096,0.18131272158165382
25,Male,Single,High School,61454,Private,26,Small,Family,2190,4,1,11459,23514,10493,11985,9048,Yes,24228,615,115236,451370,E-commerce Shopping,913120,34,500.0,Not_Eligible,92917,0.39424610277606015,1.5119764376606892,-31463,0.008136166889055229
43,Female,Married,Post Graduate,188602,Self-employed,2,Medium,Own,8898,6,1,14879,14259,13700,12222,16179,Yes,23753,796,159674,288586,E-commerce Shopping,592411,9,29649.2,Eligible,103890,0.12594246084346933,0.5508425149256105,84712,0.15720511977603632
26,Male,Married,Professional,119273,Self-employed,24,Small,Own,11409,3,0,5192,10613,8412,3859,845,No,11578,317,954367,466999,Education,774299,61,23577.75,Not_Eligible,51908,0.09707142437936499,0.43520327316324736,67365,0.19767885439286342
50,Female,Married,High School,119472,Self-employed,30,Medium,Rented,24869,6,2,4289,29303,13103,15726,6290,Yes,3081,731,569068,12451,Home Appliances,1442916,61,7983.849999999999,High_Risk,96661,0.025788469264764965,0.8090682335610018,22811,0.06682611825364938
56,Male,Single,Graduate,170870,Private,21,Medium,Own,17945,3,3,13225,24812,8125,28126,18131,Yes,7424,448,975193,286609,Vehicle,380759,64,18578.7,Not_Eligible,117788,0.043448235500673026,0.6893427752092234,53082,0.10873002867677183
30,Female,Married,Graduate,146935,Government,7,Large,Rented,5628,6,3,3633,19441,4467,9147,4965,No,14060,739,835089,282398,Vehicle,144601,19,29957.9,Eligible,61341,0.09568856977575119,0.41747031000102086,85594,0.20388539149964272
56,Female,Single,Post Graduate,31148,Government,23,Medium,Own,29093,2,4,13880,5867,2494,12757,345,No,28211,518,346647,2536,Home Appliances,1343752,37,500.0,Not_Eligible,92647,0.9057082316681649,2.9744124823423657,-61499,0.016052395017336588
28,Male,Single,Professional,101545,Self-employed,18,Large,Own,13882,2,4,2676,25543,5133,3677,16539,No,10966,305,194048,239623,Home Appliances,1354959,60,8095.15,Not_Eligible,78416,0.10799153084839234,0.7722290610074352,23129,0.0797198286473977
35,Female,Single,Graduate,69459,Private,19,Medium,Rented,18995,5,2,1215,22320,4703,25834,15947,No,22673,550,946617,350819,Vehicle,876331,31,500.0,Not_Eligible,111687,0.3264227817849379,1.6079557724700904,-42228,0.007198491196245267
41,Male,Single,High School,99224,Private,29,Small,Own,22944,4,1,2477,29114,5865,11653,5561,No,16214,360,389552,221170,E-commerce Shopping,1280770,65,1888.6,Not_Eligible,93828,0.16340804644037732,0.9456179956462146,5396,0.01903370152382488
48,Male,Married,Graduate,81189,Self-employed,5,Large,Own,660,6,2,2264,23589,1182,16859,8333,No,16132,778,705137,491666,E-commerce Shopping,25856,58,4259.5,Not_Eligible,69019,0.19869686780228848,0.8501028464447155,12170,0.052464003744349605
29,Male,Married,Graduate,154201,Private,17,Medium,Own,15248,3,4,7790,11023,2236,18710,16487,No,12159,367,820669,357781,Vehicle,1113515,65,24691.8,Not_Eligible,83653,0.0788516287183611,0.5424932393434543,70548,0.16012736622979098
58,Male,Married,Professional,106954,Private,27,Large,Own,19562,1,4,969,22391,13413,12714,17622,Yes,24559,740,372931,190529,Personal Loan,794812,84,500.0,Not_Eligible,111230,0.22962208052059763,1.0399798044018924,-4276,0.00467490696935131
30,Male,Single,Professional,38118,Private,27,Small,Rented,3389,2,3,6628,28503,13427,4234,12241,Yes,19813,552,877772,436362,Vehicle,211561,49,500.0,Not_Eligible,88235,0.5197806810430767,2.314785665564825,-50117,0.013117162495408993
46,Female,Married,High School,146515,Self-employed,10,Medium,Family,10298,2,2,600,9211,9812,12328,3531,No,15221,828,257750,397506,Education,1179804,76,29929.9,Eligible,61001,0.1038869740299628,0.4163464491690271,85514,0.20427874279084055
35,Male,Single,Post Graduate,173113,Self-employed,11,Medium,Rented,3063,6,0,4455,2006,10736,15404,16169,Yes,21214,366,394142,313632,Personal Loan,148834,17,35023.1,Not_Eligible,73047,0.12254423411297823,0.4219613778283549,100066,0.20231351776007578
40,Female,Single,Post Graduate,104379,Self-employed,22,Small,Rented,22785,1,4,5941,27469,14774,24819,3875,No,15732,814,201830,278985,Home Appliances,856287,59,500.0,Not_Eligible,115395,0.15071997240824303,1.1055384703819733,-11016,0.00479023558378601
57,Female,Single,Graduate,36053,Government,1,Medium,Rented,24511,4,3,9524,9754,5127,15850,17636,No,29161,454,240101,64308,Vehicle,1169916,9,500.0,Not_Eligible,111563,0.8088369899869636,3.0944165534074832,-75510,0.013868471417080409
33,Male,Married,High School,111384,Government,26,Medium,Own,2840,4,1,2716,9033,1234,10115,7079,No,23654,812,550555,29100,Vehicle,860179,80,19149.55,Eligible,56671,0.21236443295266824,0.5087894132011779,54713,0.17192370537958773
30,Female,Married,Post Graduate,183276,Self-employed,4,Large,Own,28072,4,2,12708,29306,1072,26566,12914,Yes,21203,634,627630,336066,Personal Loan,171724,20,18002.25,High_Risk,131841,0.11568890634889456,0.7193576900412493,51435,0.09822480848556275
40,Male,Single,Post Graduate,132545,Private,27,Medium,Family,10770,5,4,14916,2203,13759,21632,7109,No,16220,687,850570,30330,Vehicle,1024867,84,16077.6,High_Risk,86609,0.12237353351691878,0.6534309102568939,45936,0.12129918141008714
53,Female,Married,Graduate,188312,Private,3,Small,Own,22693,5,0,781,15064,6767,26898,15037,No,4143,303,431754,237862,Education,979576,8,33925.15,Not_Eligible,91383,0.022000722205701175,0.48527443816644716,96929,0.1801539466417435
27,Female,Married,High School,141675,Self-employed,8,Medium,Family,23576,6,4,12000,25388,2789,11315,11882,Yes,22304,679,933670,425720,E-commerce Shopping,815785,45,11347.35,High_Risk,109254,0.15743073936827245,0.7711593435680254,32421,0.08009422975119111
44,Female,Single,Post Graduate,108749,Private,12,Large,Family,22438,1,0,1434,23167,9819,27403,18146,No,17592,332,139406,421284,Vehicle,1369979,59,500.0,Not_Eligible,119999,0.16176700475406672,1.10344922711933,-11250,0.0045977434275257705
60,Male,Single,Professional,154363,Private,12,Medium,Own,26627,6,2,14852,28475,9859,15443,8909,Yes,10342,310,236808,252513,E-commerce Shopping,240757,43,13949.6,Not_Eligible,114507,0.06699792048612686,0.7418034114392698,39856,0.09036880599625559
43,Female,Married,Professional,31285,Government,14,Large,Family,6146,3,0,4338,28337,5023,23888,12100,Yes,1247,808,119359,165937,Home Appliances,799853,78,500.0,Not_Eligible,81079,0.03985935751957807,2.591625379574876,-49794,0.0159821000479463
50,Male,Single,Graduate,76589,Private,1,Medium,Rented,22945,1,0,14965,3197,9785,10375,1428,No,28440,484,567586,400653,Home Appliances,622997,53,500.0,Not_Eligible,91135,0.3713326979070101,1.1899228348718485,-14546,0.006528352635495959
