age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,max_monthly_emi,emi_eligibility
52,Male,Single,Graduate,17821,Private,22,Large,Rented,14806,5,3,6613,23975,14407,20951,14199,Yes,18537,780,378021,285751,Education,1060935,74,500.0,Not_Eligible
47,Female,Married,Post Graduate,70090,Government,11,Large,Family,14065,3,0,4506,26215,13897,29613,10283,Yes,8668,435,301199,418742,Home Appliances,1483258,25,500.0,Not_Eligible
56,Male,Single,Professional,168588,Self-employed,14,Small,Rented,24324,4,0,12632,26798,1054,9410,9389,No,3015,375,512561,314098,Education,1330739,11,28688.1,Not_Eligible
57,Male,Married,Professional,156545,Private,22,Small,Family,1286,5,1,803,27521,9113,9018,197,No,27511,594,69237,75501,Vehicle,762385,27,28383.6,Not_Eligible
25,Male,Single,High School,61454,Private,26,Small,Family,2190,4,1,11459,23514,10493,11985,9048,Yes,24228,615,115236,451370,E-commerce Shopping,913120,34,500.0,Not_Eligible
43,Female,Married,Post Graduate,188602,Self-employed,2,Medium,Own,8898,6,1,14879,14259,13700,12222,16179,Yes,23753,796,159674,288586,E-commerce Shopping,592411,9,29649.199999999997,Eligible
26,Male,Married,Professional,119273,Self-employed,24,Small,Own,11409,3,0,5192,10613,8412,3859,845,No,11578,317,954367,466999,Education,774299,61,23577.75,Not_Eligible
50,Female,Married,High School,119472,Self-employed,30,Medium,Rented,24869,6,2,4289,29303,13103,15726,6290,Yes,3081,731,569068,12451,Home Appliances,1442916,61,7983.849999999999,High_Risk
56,Male,Single,Graduate,170870,Private,21,Medium,Own,17945,3,3,13225,24812,8125,28126,18131,Yes,7424,448,975193,286609,Vehicle,380759,64,18578.699999999997,Not_Eligible
30,Female,Married,Graduate,146935,Government,7,Large,Rented,5628,6,3,3633,19441,4467,9147,4965,No,14060,739,835089,282398,Vehicle,144601,19,29957.899999999998,Eligible
56,Female,Single,Post Graduate,31148,Government,23,Medium,Own,29093,2,4,13880,5867,2494,12757,345,No,28211,518,346647,2536,Home Appliances,1343752,37,500.0,Not_Eligible
28,Male,Single,Professional,101545,Self-employed,18,Large,Own,13882,2,4,2676,25543,5133,3677,16539,No,10966,305,194048,239623,Home Appliances,1354959,60,8095.15,Not_Eligible
35,Female,Single,Graduate,69459,Private,19,Medium,Rented,18995,5,2,1215,22320,4703,25834,15947,No,22673,550,946617,350819,Vehicle,876331,31,500.0,Not_Eligible
41,Male,Single,High School,99224,Private,29,Small,Own,22944,4,1,2477,29114,5865,11653,5561,No,16214,360,389552,221170,E-commerce Shopping,1280770,65,1888.6,Not_Eligible
48,Male,Married,Graduate,81189,Self-employed,5,Large,Own,660,6,2,2264,23589,1182,16859,8333,No,16132,778,705137,491666,E-commerce Shopping,25856,58,4259.5,Not_Eligible
29,Male,Married,Graduate,154201,Private,17,Medium,Own,15248,3,4,7790,11023,2236,18710,16487,No,12159,367,820669,357781,Vehicle,1113515,65,24691.8,Not_Eligible
58,Male,Married,Professional,106954,Private,27,Large,Own,19562,1,4,969,22391,13413,12714,17622,Yes,24559,740,372931,190529,Personal Loan,794812,84,500.0,Not_Eligible
30,Male,Single,Professional,38118,Private,27,Small,Rented,3389,2,3,6628,28503,13427,4234,12241,Yes,19813,552,877772,436362,Vehicle,211561,49,500.0,Not_Eligible
46,Female,Married,High School,146515,Self-employed,10,Medium,Family,10298,2,2,600,9211,9812,12328,3531,No,15221,828,257750,397506,Education,1179804,76,29929.899999999998,Eligible
35,Male,Single,Post Graduate,173113,Self-employed,11,Medium,Rented,3063,6,0,4455,2006,10736,15404,16169,Yes,21214,366,394142,313632,Personal Loan,148834,17,35023.1,Not_Eligible
40,Female,Single,Post Graduate,104379,Self-employed,22,Small,Rented,22785,1,4,5941,27469,14774,24819,3875,No,15732,814,201830,278985,Home Appliances,856287,59,500.0,Not_Eligible
57,Female,Single,Graduate,36053,Government,1,Medium,Rented,24511,4,3,9524,9754,5127,15850,17636,No,29161,454,240101,64308,Vehicle,1169916,9,500.0,Not_Eligible
33,Male,Married,High School,111384,Government,26,Medium,Own,2840,4,1,2716,9033,1234,10115,7079,No,23654,812,550555,29100,Vehicle,860179,80,19149.55,Eligible
30,Female,Married,Post Graduate,183276,Self-employed,4,Large,Own,28072,4,2,12708,29306,1072,26566,12914,Yes,21203,634,627630,336066,Personal Loan,171724,20,18002.25,High_Risk
40,Male,Single,Post Graduate,132545,Private,27,Medium,Family,10770,5,4,14916,2203,13759,21632,7109,No,16220,687,850570,30330,Vehicle,1024867,84,16077.599999999999,High_Risk
53,Female,Married,Graduate,188312,Private,3,Small,Own,22693,5,0,781,15064,6767,26898,15037,No,4143,303,431754,237862,Education,979576,8,33925.15,Not_Eligible
27,Female,Married,High School,141675,Self-employed,8,Medium,Family,23576,6,4,12000,25388,2789,11315,11882,Yes,22304,679,933670,425720,E-commerce Shopping,815785,45,11347.349999999999,High_Risk
44,Female,Single,Post Graduate,108749,Private,12,Large,Family,22438,1,0,1434,23167,9819,27403,18146,No,17592,332,139406,421284,Vehicle,1369979,59,500.0,Not_Eligible
60,Male,Single,Professional,154363,Private,12,Medium,Own,26627,6,2,14852,28475,9859,15443,8909,Yes,10342,310,236808,252513,E-commerce Shopping,240757,43,13949.599999999999,Not_Eligible
43,Female,Married,Professional,31285,Government,14,Large,Family,6146,3,0,4338,28337,5023,23888,12100,Yes,1247,808,119359,165937,Home Appliances,799853,78,500.0,Not_Eligible
50,Male,Single,Graduate,76589,Private,1,Medium,Rented,22945,1,0,14965,3197,9785,10375,1428,No,28440,484,567586,400653,Home Appliances,622997,53,500.0,Not_Eligible
27,Female,Single,Graduate,28944,Private,22,Large,Rented,26985,3,3,9208,9901,11858,7561,17024,No,7979,453,329593,45875,Vehicle,1036789,63,500.0,Not_Eligible
43,Female,Married,Graduate,116041,Self-employed,12,Large,Rented,11145,1,2,10411,5666,13004,16041,1822,Yes,28250,811,718408,375161,Home Appliances,676595,21,10395.699999999999,Eligible
44,Female,Married,Graduate,103876,Government,6,Medium,Family,24944,5,4,2702,23790,11531,16475,5804,No,17784,527,542157,267867,Vehicle,1311072,23,500.0,Not_Eligible
56,Female,Single,Post Graduate,110561,Government,22,Small,Family,16922,4,1,12098,9256,12551,16588,19432,No,19414,774,485723,491037,E-commerce Shopping,1215914,82,1505.0,Not_Eligible
31,Male,Married,High School,69391,Private,16,Small,Rented,19311,2,2,11008,12473,3260,6930,19611,No,4206,401,655918,376989,Personal Loan,1061104,37,500.0,Not_Eligible
57,Male,Single,Graduate,16607,Self-employed,7,Medium,Own,18777,1,2,3991,18892,5262,6776,18303,Yes,8513,557,320499,225400,Vehicle,566241,73,500.0,Not_Eligible
42,Female,Single,Graduate,17953,Government,17,Medium,Rented,25306,1,1,8651,1718,8388,22268,15461,No,11903,371,38978,285338,Personal Loan,704099,56,500.0,Not_Eligible
25,Female,Married,Post Graduate,59941,Government,14,Medium,Own,17280,2,4,7532,11524,7545,8099,14451,No,4858,798,666761,428609,E-commerce Shopping,1465218,28,500.0,Not_Eligible
35,Male,Single,Graduate,76683,Private,14,Medium,Own,29739,1,3,7245,15765,7934,23873,8662,No,7153,659,169603,229476,E-commerce Shopping,1401454,43,500.0,Not_Eligible
52,Male,Single,Graduate,124588,Government,4,Medium,Family,23251,4,4,3640,2593,8456,21481,6137,Yes,24259,540,840502,472396,Personal Loan,1106804,84,12169.849999999999,Not_Eligible
49,Male,Single,High School,137080,Self-employed,1,Small,Family,29235,6,1,13801,17856,10160,29377,6341,No,3224,414,333031,402726,Vehicle,990344,14,9480.099999999999,Not_Eligible
47,Male,Married,Professional,26154,Self-employed,15,Large,Own,6345,2,4,531,698,11219,23057,10443,Yes,27564,709,821634,349609,Personal Loan,579170,7,500.0,Not_Eligible
55,Female,Married,Graduate,140542,Government,28,Large,Own,18752,2,2,1977,7568,9370,11335,7563,Yes,10006,726,79003,256795,Vehicle,1011504,28,25889.85,Eligible
54,Female,Married,Post Graduate,155119,Self-employed,4,Small,Own,20943,4,3,13837,22834,7314,11357,9593,Yes,22504,827,827755,408659,Vehicle,64883,7,16357.949999999999,Eligible
59,Male,Single,High School,103529,Self-employed,22,Small,Family,13322,4,0,11469,25520,7117,6138,12870,Yes,25955,846,341154,23358,Personal Loan,334932,40,500.0,Not_Eligible
31,Male,Single,Post Graduate,29323,Private,5,Large,Rented,7747,2,4,14060,24712,3051,8139,12891,Yes,7080,439,975323,492390,E-commerce Shopping,35849,84,500.0,Not_Eligible
40,Male,Married,High School,52693,Government,28,Small,Own,27256,4,0,3764,1225,5431,17958,9912,Yes,24918,607,442010,481334,Education,330046,8,500.0,Not_Eligible
50,Male,Married,High School,104170,Government,30,Medium,Family,18764,6,3,290,13180,9386,27644,14903,Yes,21111,691,277054,258289,Home Appliances,872490,3,500.0,Not_Eligible
26,Male,Married,Graduate,172364,Private,11,Small,Rented,16398,4,0,6077,2702,12727,21885,578,Yes,9632,386,693446,75921,Education,491721,77,35827.75,Not_Eligible
25,Male,Single,Graduate,60111,Private,4,Small,Family,11320,6,4,7868,29292,3940,27600,5004,Yes,8056,438,915036,493217,E-commerce Shopping,10525,82,500.0,Not_Eligible
36,Female,Married,Graduate,54491,Private,19,Small,Rented,25929,4,1,3575,2204,12009,6928,10675,No,22811,678,487858,180920,Home Appliances,973459,41,500.0,Not_Eligible
29,Female,Single,Professional,64336,Private,7,Small,Family,3135,2,2,12946,19710,4628,21741,2600,Yes,29447,342,755035,346479,Personal Loan,609665,51,500.0,Not_Eligible
56,Female,Married,Professional,31905,Self-employed,10,Large,Rented,2277,1,2,4649,2228,8634,3576,14282,Yes,25312,368,776716,464044,Education,128481,84,500.0,Not_Eligible
33,Male,Single,Post Graduate,45273,Self-employed,13,Large,Own,8202,3,0,10667,10648,6463,18029,8934,No,29437,452,9470,1616,Vehicle,758912,39,500.0,Not_Eligible
59,Male,Single,Graduate,140191,Private,23,Large,Family,1656,2,2,6614,4948,10423,15521,4270,No,1180,771,639771,7062,E-commerce Shopping,556138,3,33452.65,Eligible
43,Male,Married,Professional,130936,Government,16,Large,Rented,9439,3,2,512,20186,4698,16204,12096,Yes,17263,589,49747,150558,E-commerce Shopping,1194165,39,17688.3,Not_Eligible
40,Female,Single,Graduate,172306,Government,9,Medium,Rented,14048,4,1,14659,3099,2959,10300,16097,No,6839,794,854519,484744,E-commerce Shopping,1225487,21,36506.75,Eligible
27,Male,Married,Professional,81538,Government,1,Medium,Rented,18044,4,0,1639,28310,2526,17009,13214,No,17806,410,393284,92962,Education,878498,79,500.0,Not_Eligible
44,Male,Single,Professional,119570,Private,2,Large,Own,1763,1,1,8446,13158,11369,28166,2030,Yes,19236,567,753733,300440,Vehicle,1054096,39,12390.699999999999,Not_Eligible
48,Female,Single,High School,178645,Self-employed,12,Large,Family,25117,4,1,4816,12899,8839,4667,5859,Yes,2962,712,100305,113318,Education,561357,58,39720.1,Eligible
57,Male,Married,Graduate,108339,Self-employed,16,Large,Rented,17913,3,3,5849,17922,12264,4298,19491,Yes,12279,776,448892,472989,Vehicle,488831,69,6413.049999999999,High_Risk
48,Female,Single,Graduate,136132,Self-employed,26,Small,Own,15413,2,0,2637,26144,7929,26376,7181,Yes,23914,634,956998,86276,Home Appliances,1289823,37,9288.3,High_Risk
35,Female,Married,Professional,143993,Self-employed,2,Medium,Own,7865,2,1,1965,27846,4519,17134,13215,Yes,25018,686,903853,17051,Personal Loan,156848,75,16250.849999999999,High_Risk
32,Male,Married,Graduate,26330,Government,9,Medium,Own,22222,6,4,50,20548,2695,8831,18612,Yes,3506,635,601619,368244,E-commerce Shopping,386194,28,500.0,Not_Eligible
60,Female,Married,Professional,87553,Government,27,Small,Own,6910,1,2,799,8793,6896,15900,13723,Yes,24183,766,273902,204294,Vehicle,1136094,48,3622.1499999999996,Not_Eligible
44,Male,Single,Graduate,187425,Self-employed,7,Small,Own,25756,3,0,8291,10256,8990,15439,19648,Yes,23892,540,796241,71529,Education,575374,37,26303.55,Not_Eligible
59,Female,Single,High School,162083,Private,3,Small,Own,27264,4,3,9939,21358,7466,5263,12590,Yes,8439,527,38007,95477,Education,458797,24,24417.399999999998,Not_Eligible
49,Male,Single,Graduate,98537,Self-employed,12,Medium,Own,2617,5,1,10703,6978,13311,7754,18118,No,19362,372,528324,25463,E-commerce Shopping,892048,16,6892.9,Not_Eligible
59,Female,Married,High School,75985,Self-employed,28,Small,Family,14740,1,4,6642,12098,1376,6863,4943,No,1497,828,415210,284073,E-commerce Shopping,681264,31,9739.099999999999,High_Risk
49,Male,Married,Post Graduate,32044,Private,6,Small,Family,2754,1,2,236,545,1778,7405,14581,No,26741,396,129719,242473,E-commerce Shopping,315308,60,500.0,Not_Eligible
53,Female,Single,Graduate,184364,Self-employed,6,Small,Own,25504,5,2,471,5932,6275,10400,10647,No,20571,557,935027,101176,Home Appliances,64279,33,36597.399999999994,Not_Eligible
42,Female,Single,Graduate,137304,Government,15,Large,Rented,8101,2,4,13709,6203,4343,25864,9646,No,12245,562,495727,413413,Personal Loan,1466896,19,20017.55,Not_Eligible
42,Female,Married,Graduate,151322,Private,26,Small,Rented,17810,6,0,2204,8375,6992,6527,2126,Yes,26147,522,742508,127826,Vehicle,1465018,25,28399.35,Not_Eligible
26,Male,Single,High School,38289,Private,4,Large,Rented,8067,2,2,14633,17221,4595,8598,8192,Yes,21327,825,75544,223679,E-commerce Shopping,1024391,61,500.0,Not_Eligible
59,Male,Married,Graduate,48087,Self-employed,27,Medium,Own,28235,2,2,7181,18276,3499,9650,5083,Yes,17931,784,652923,102011,Vehicle,999705,38,500.0,Not_Eligible
40,Female,Single,Graduate,90952,Government,16,Medium,Rented,5208,5,2,6259,17772,14187,14538,16248,Yes,18374,559,765538,106712,Education,400409,84,500.0,Not_Eligible
60,Male,Married,Professional,51368,Government,9,Medium,Family,14177,4,1,8330,23549,1586,6018,6609,No,26400,490,259259,326462,Personal Loan,760677,61,500.0,Not_Eligible
57,Female,Single,Post Graduate,135648,Government,3,Large,Family,14928,4,1,14410,26517,8489,12396,7678,Yes,3146,565,266677,234001,Personal Loan,619836,82,16829.399999999998,Not_Eligible
28,Male,Single,High School,85815,Self-employed,22,Small,Family,10425,6,2,11054,14240,10246,10318,10734,Yes,14414,515,249791,297076,Vehicle,1086936,4,1534.3999999999999,Not_Eligible
57,Female,Married,Professional,105693,Self-employed,13,Medium,Family,28485,6,3,1383,17841,3999,25299,10060,No,1746,599,686244,207086,Education,52599,14,5908.0,Not_Eligible
38,Male,Married,High School,73900,Government,4,Small,Own,13182,3,2,11287,11462,7744,18830,11378,Yes,15438,445,334032,437849,Education,1037558,12,500.0,Not_Eligible
45,Female,Married,Professional,30494,Self-employed,1,Large,Family,6222,3,0,4501,19184,9801,13443,13758,No,19144,822,876602,347052,Home Appliances,1129828,4,500.0,Not_Eligible
44,Female,Single,Post Graduate,131486,Government,13,Medium,Rented,14480,2,3,1712,3303,11368,23943,17091,Yes,28876,481,199686,242963,E-commerce Shopping,1411529,18,10749.55,Not_Eligible
32,Female,Married,Professional,191238,Self-employed,23,Small,Rented,24192,5,0,9142,27346,11692,20357,13617,No,6961,791,723795,453633,Education,840558,38,27275.85,Eligible
31,Female,Married,High School,171405,Private,17,Small,Family,18445,6,4,6710,26029,9998,15614,11587,No,4636,428,983154,171839,E-commerce Shopping,1469442,51,27435.1,Not_Eligible
27,Male,Single,Graduate,48050,Private,26,Medium,Family,12289,1,4,3796,11827,3483,23628,19215,Yes,25401,332,34920,441117,E-commerce Shopping,1185796,38,500.0,Not_Eligible
41,Female,Married,Graduate,112799,Self-employed,23,Small,Family,2563,4,1,2373,23670,14918,28876,14269,Yes,29977,690,988775,125589,Vehicle,501031,8,500.0,Not_Eligible
57,Male,Married,Post Graduate,146016,Self-employed,28,Large,Rented,2803,5,1,9549,22857,6795,23392,3661,Yes,16406,382,352466,471803,E-commerce Shopping,1189872,4,21193.55,Not_Eligible
36,Male,Married,High School,103257,Government,10,Medium,Rented,6209,6,1,4424,3286,8909,11226,11575,Yes,22032,324,594820,485993,Vehicle,1170138,30,12458.599999999999,Not_Eligible
46,Female,Single,High School,63070,Private,15,Medium,Family,2293,3,4,13986,7489,3699,8997,4109,Yes,28804,752,328612,440694,Personal Loan,354000,9,500.0,Not_Eligible
46,Male,Single,High School,20166,Government,17,Medium,Rented,18009,6,0,5419,17556,8484,18575,10348,No,24634,732,52290,114977,Education,315842,23,500.0,Not_Eligible
54,Male,Single,Post Graduate,153193,Self-employed,26,Medium,Rented,15789,4,3,1699,15767,10543,11192,12101,No,1679,373,420495,316540,Vehicle,534487,64,29548.05,Not_Eligible
32,Male,Married,Graduate,160749,Government,15,Large,Own,22193,6,1,10328,1711,1108,27269,2090,No,7782,729,180896,98466,Home Appliances,646232,84,30893.8,Eligible
51,Female,Single,Professional,102409,Government,20,Large,Family,571,4,4,4110,5496,9717,5515,11064,No,1629,802,764507,480125,Vehicle,909860,43,22507.449999999997,Eligible
51,Male,Married,Post Graduate,52664,Self-employed,3,Small,Family,7399,5,1,3372,25356,2498,9747,12762,Yes,10132,807,867356,358596,E-commerce Shopping,1273406,45,500.0,Not_Eligible
58,Male,Married,Professional,144926,Private,0,Large,Own,29107,6,2,8825,23871,7097,9213,1098,No,29444,695,525195,98104,Home Appliances,1246885,79,12694.849999999999,High_Risk
45,Female,Married,Graduate,16293,Government,13,Small,Own,18784,6,3,10075,17412,10141,8763,1950,Yes,17909,517,401579,47630,E-commerce Shopping,1254060,10,500.0,Not_Eligible
54,Female,Single,Post Graduate,168515,Self-employed,11,Small,Rented,26287,3,0,14513,22929,2667,9400,3378,No,6585,759,523826,195878,Home Appliances,830519,16,28964.6,Eligible
57,Male,Single,Graduate,64212,Government,23,Medium,Own,15014,5,1,5581,12915,4184,21324,10744,Yes,14617,617,754276,400846,Vehicle,323986,83,500.0,Not_Eligible
52,Female,Married,Professional,90276,Self-employed,9,Small,Family,8574,1,2,10508,2250,8453,10010,19266,Yes,27818,617,132058,394779,E-commerce Shopping,80936,79,1188.9499999999998,Not_Eligible
57,Male,Married,High School,27559,Self-employed,27,Medium,Family,5829,4,2,9320,15396,5947,12212,6223,Yes,14191,741,71713,491531,Vehicle,550369,13,500.0,Not_Eligible
29,Male,Single,High School,80231,Self-employed,18,Small,Family,17467,5,3,13982,20533,9797,27667,13995,Yes,27773,465,228011,299202,Education,1130379,12,500.0,Not_Eligible
43,Male,Single,Professional,123277,Private,28,Large,Rented,18333,5,4,2386,4383,11586,24073,2010,No,12253,751,649056,460041,Home Appliances,1163802,83,16888.55,Eligible
28,Female,Single,High School,185116,Private,3,Medium,Rented,10709,1,4,8583,7451,10816,9515,493,No,15290,444,644894,443235,Personal Loan,584557,31,42790.649999999994,Not_Eligible
59,Male,Married,Professional,36747,Self-employed,19,Small,Family,21914,5,1,14476,20053,5917,10036,18235,No,19541,821,73581,329478,Personal Loan,1008488,57,500.0,Not_Eligible
